,bike_name,price,kms_driven,owner,age,power,brand
4123,Royal Enfield Thunderbird,90000,12000,First,8,350,Royal Enfield
4124,Yamaha FZs 150cc,18000,18465,First,12,150,Yamaha
4125,Bajaj Dominar 400,110000,5548,First,4,400,Bajaj
4126,Royal Enfield Classic,110000,25353,First,5,500,Royal Enfield
4127,Royal Enfield Classic,170000,6700,First,3,350,Royal Enfield
4128,Suzuki Intruder 150cc,77000,25400,First,3,150,Suzuki
4129,Bajaj Avenger 220cc,65200,20000,First,3,220,Bajaj
4130,Yamaha Fazer 150cc,45000,30000,First,8,150,Yamaha
4131,KTM Duke 390cc,160000,23766,First,5,390,KTM
4132,Bajaj Discover 100M,21000,28808,First,7,100,Bajaj
4133,Bajaj Discover 100cc,19269,36526,Second,11,100,Bajaj
4134,Bajaj V15 150cc,43000,15000,Second,5,150,Bajaj
4135,KTM RC 200cc,140000,6500,First,5,200,KTM
4136,Royal Enfield Thunderbird,180000,2000,First,4,500,Royal Enfield
4137,Hero Splendor Plus,20000,46000,First,12,100,Hero
4138,Bajaj Pulsar RS200,100000,11170,First,6,200,Bajaj
4139,Royal Enfield Thunderbird,131700,5000,First,6,500,Royal Enfield
4140,Yamaha Fazer 150cc,30000,24000,First,9,150,Yamaha
4141,Bajaj Avenger 220cc,67000,12000,First,5,220,Bajaj
4142,Bajaj Discover 125ST,25000,38425,First,8,125,Bajaj
4143,Hero Passion Xpro,42000,9000,First,6,110,Hero
4144,Bajaj Pulsar 150cc,60000,9000,First,6,150,Bajaj
4145,Bajaj Avenger Street,70400,7000,First,4,150,Bajaj
4146,Bajaj Avenger 220cc,41000,33000,First,9,220,Bajaj
4147,Bajaj Avenger 220cc,58000,20000,First,7,220,Bajaj
4148,Honda CB Unicorn,50400,15000,First,6,160,Honda
4149,Yamaha YZF-R15 S,90500,28000,First,5,150,Yamaha
4150,Bajaj Pulsar 220F,90000,1500,First,4,220,Bajaj
4151,KTM Duke 390cc,120000,24000,First,7,390,KTM
4152,Hero Passion Pro,45000,15000,First,5,100,Hero
4153,Hero Passion Pro,31500,35600,First,7,100,Hero
4154,Bajaj CT 100,41800,3360,First,3,100,Bajaj
4155,Bajaj Platina 100cc,27500,48000,First,8,100,Bajaj
4156,Bajaj Pulsar 150cc,23500,40000,First,10,150,Bajaj
4157,Hero Glamour 125cc,23000,30000,First,9,125,Hero
4158,Bajaj Avenger 220cc,75000,15000,First,5,220,Bajaj
4159,Bajaj Pulsar AS150,59000,40000,First,6,150,Bajaj
4160,Hero CBZ Xtreme,42000,32300,First,7,150,Hero
4161,Bajaj Avenger Street,60000,11000,First,5,150,Bajaj
4162,Hero Splendor NXG,22000,20000,First,11,100,Hero
4163,Hero Passion Xpro,36300,38000,First,6,110,Hero
4164,Bajaj Avenger Street,88600,6200,First,4,220,Bajaj
4165,Hero Splendor iSmart,42000,25000,First,5,110,Hero
4166,Bajaj Avenger Street,60000,46000,First,5,150,Bajaj
4167,Hero CBZ Xtreme,20000,60500,First,11,150,Hero
4168,Bajaj Avenger Street,69000,17000,First,5,150,Bajaj
4169,Bajaj Pulsar 135LS,18000,77700,First,11,135,Bajaj
4170,TVS Apache RTR,72000,7000,Second,3,180,TVS
4171,Yamaha YZF-R15 150cc,34000,50000,Third,10,150,Yamaha
4172,Bajaj Pulsar RS200,82000,57444,First,6,200,Bajaj
4173,Yamaha YZF-R15 2.0,80000,7018,First,4,150,Yamaha
4174,Hero Super Splendor,25000,24000,First,8,125,Hero
4175,Yamaha FZ S,45000,5382,First,5,150,Yamaha
4176,Bajaj Pulsar 150cc,48400,14500,First,6,150,Bajaj
4177,Royal Enfield Thunderbird,105000,9900,First,8,500,Royal Enfield
4178,Suzuki Gixxer 150cc,48000,9800,First,6,150,Suzuki
4179,Bajaj Platina ,43000,10000,First,4,100,Bajaj
4180,Royal Enfield Thunderbird,90000,7800,First,7,350,Royal Enfield
4181,Suzuki Gixxer 150cc,78000,10575,First,4,150,Suzuki
4182,Hero Splendor 100cc,23000,61122,First,17,100,Hero
4183,Hero HF Deluxe,36000,16830,First,6,100,Hero
4184,Bajaj Pulsar 150cc,18000,39000,First,13,150,Bajaj
4185,Royal Enfield Thunderbird,110000,13000,First,6,350,Royal Enfield
4186,KTM RC 200cc,139999,5500,First,6,200,KTM
4187,Royal Enfield Classic,145000,10000,First,5,350,Royal Enfield
4188,Royal Enfield Classic,132400,12000,First,5,350,Royal Enfield
4189,TVS Apache RTR,68000,10000,First,5,180,TVS
4190,Bajaj Discover 125ST,28000,18000,First,9,125,Bajaj
4191,Royal Enfield Classic,90000,38400,First,10,350,Royal Enfield
4192,Bajaj Discover 125ST,25000,43000,First,9,125,Bajaj
4193,Hero Splendor 100cc,27500,22365,First,10,100,Hero
4194,Honda CB Hornet,88000,150,First,4,160,Honda
4195,Royal Enfield Classic,141900,7400,First,4,350,Royal Enfield
4196,Royal Enfield Thunderbird,110500,30000,First,6,350,Royal Enfield
4197,Royal Enfield Bullet,95000,27200,First,8,350,Royal Enfield
4198,Hero Splendor iSmart,51000,4669,First,4,110,Hero
4199,Honda CB Shine,35526,16500,First,6,125,Honda
4200,Honda CB Trigger,49800,41365,First,6,150,Honda
4201,Bajaj Avenger 220cc,40800,25000,First,9,220,Bajaj
4202,Hero Splendor iSmart,29000,24000,First,7,100,Hero
4203,Yamaha FZs 150cc,35255,25000,First,9,150,Yamaha
4204,Hero HF Deluxe,30000,40457,First,7,100,Hero
4205,Royal Enfield Classic,130000,7000,First,5,350,Royal Enfield
4206,Yamaha Fazer FI,46728,55300,First,7,150,Yamaha
4207,Bajaj Pulsar 150cc,21000,45000,First,12,150,Bajaj
4208,KTM Duke 390cc,142600,28000,First,6,390,KTM
4209,Yamaha YZF-R15 2.0,82000,23000,First,6,150,Yamaha
4210,Bajaj Pulsar AS150,60000,15000,First,6,150,Bajaj
4211,Honda CB Shine,30000,17500,First,8,125,Honda
4212,Mahindra Centuro 110cc,35000,9614,First,7,110,Mahindra
4213,KTM Duke 390cc,130000,9800,First,7,390,KTM
4214,Hero Xtreme 150cc,48000,14000,First,8,150,Hero
4215,Royal Enfield Classic,120000,15500,First,6,350,Royal Enfield
4216,Bajaj Pulsar AS150,80000,9000,First,5,150,Bajaj
4217,TVS Apache RTR,88000,3500,First,4,180,TVS
4218,Hero Ignitor 125cc,30000,13000,First,8,125,Hero
4219,Royal Enfield Thunderbird,125000,10200,First,5,350,Royal Enfield
4220,Hero CBZ Xtreme,27000,25874,First,10,150,Hero
4221,KTM Duke 390cc,165000,17883,First,6,390,KTM
4222,Hero Splendor iSmart,56435,12192,First,5,110,Hero
4223,Yamaha YZF-R15 2.0,100000,5000,First,5,150,Yamaha
4224,Bajaj Avenger Cruise,67000,15500,First,5,220,Bajaj
4225,Bajaj Pulsar 150cc,25000,98707,First,11,150,Bajaj
4226,Honda CB Unicorn,30000,64800,First,13,150,Honda
4227,Bajaj Avenger Street,66000,12000,First,5,150,Bajaj
4228,Royal Enfield Thunderbird,65000,9300,First,10,350,Royal Enfield
4229,TVS Apache RTR,45000,19542,First,7,160,TVS
4230,Bajaj Pulsar 150cc,25000,41915,First,12,150,Bajaj
4231,Bajaj Avenger 200cc,33000,31500,Third,14,200,Bajaj
4232,TVS Sport 100cc,38000,8718,First,3,100,TVS
4233,Royal Enfield Bullet,75000,24000,First,7,350,Royal Enfield
4234,Royal Enfield Bullet,70000,45000,Second,15,350,Royal Enfield
4235,Royal Enfield Classic,133300,18000,First,5,350,Royal Enfield
4236,Royal Enfield Classic,165000,2791,First,2,350,Royal Enfield
4237,Bajaj Pulsar 150cc,42000,9755,First,7,150,Bajaj
4238,Hero Splendor Pro,35000,37795,First,7,100,Hero
4239,Honda CB Shine,37000,27520,First,5,125,Honda
4240,TVS Apache RTR,82000,5200,First,3,160,TVS
4241,Bajaj Avenger Cruise,85000,4500,First,2,220,Bajaj
4242,Royal Enfield Bullet,115000,9759,First,5,350,Royal Enfield
4243,Honda CB Twister,27400,33000,First,10,110,Honda
4244,Yamaha FZs 150cc,22000,29428,First,9,150,Yamaha
4245,Royal Enfield Thunderbird,58000,9572,First,9,350,Royal Enfield
4246,Hero Passion Pro,14000,40000,Second,12,100,Hero
4247,TVS Apache RTR,120000,16000,First,3,200,TVS
4248,Honda CB Shine,30000,45355,First,6,125,Honda
4249,Honda CBR 150R,77100,15000,First,5,150,Honda
4250,Honda CB Trigger,39999,27000,First,8,150,Honda
4251,Royal Enfield Classic,125000,17677,First,4,350,Royal Enfield
4252,Bajaj Pulsar 150cc,35000,21000,First,10,150,Bajaj
4253,Bajaj Pulsar RS200,75000,30000,First,6,200,Bajaj
4254,Royal Enfield Classic,85000,3842,First,7,350,Royal Enfield
4255,KTM RC 200cc,160000,6700,First,3,200,KTM
4256,Hero CBZ Xtreme,35000,27988,First,14,150,Hero
4257,Bajaj Avenger 220cc,35000,34000,First,10,220,Bajaj
4258,Royal Enfield Classic,105000,11072,First,8,500,Royal Enfield
4259,Royal Enfield Classic,150000,1947,First,2,350,Royal Enfield
4260,Bajaj Dominar 400,106000,26429,First,4,400,Bajaj
4261,Bajaj Pulsar 200cc,28000,42942,First,13,200,Bajaj
4262,KTM Duke 390cc,190000,4159,Second,4,390,KTM
4263,TVS Star City,18000,70000,Second,15,110,TVS
4264,TVS Apache RTR,95000,1990,First,4,200,TVS
4265,Royal Enfield Standard,95000,29000,First,7,500,Royal Enfield
4266,Bajaj Pulsar 150cc,50000,65007,First,7,150,Bajaj
4267,Bajaj Pulsar 180cc,28000,34060,Second,11,180,Bajaj
4268,Royal Enfield Thunderbird,98000,41883,First,5,350,Royal Enfield
4269,Bajaj Pulsar 200,45000,15000,First,9,200,Bajaj
4270,TVS Apache RTR,106000,1890,First,2,200,TVS
4271,Hero Passion Xpro,23000,59560,First,8,110,Hero
4272,Yamaha YZF-R15 2.0,72000,13600,Second,4,150,Yamaha
4273,Honda CB Unicorn,37500,10521,First,7,150,Honda
4274,TVS Apache RTR,90000,3095,First,2,180,TVS
4275,Yamaha YZF-R15 150cc,53300,29000,First,10,150,Yamaha
4276,TVS Apache RTR,30000,21288,First,10,160,TVS
4277,Yamaha YZF-R15 2.0,75000,29878,First,4,150,Yamaha
4278,Hero Passion Pro,31000,19000,Second,5,100,Hero
4279,Bajaj Avenger Street,65000,7706,First,5,220,Bajaj
4280,Bajaj XCD 135,11000,31275,First,12,135,Bajaj
4281,Royal Enfield Thunderbird,93200,8700,First,7,500,Royal Enfield
4282,Hero Passion Pro,18000,19233,Second,11,100,Hero
4283,Bajaj V15 150cc,42000,33156,First,5,150,Bajaj
4284,Yamaha FZS FI,65000,14000,First,4,150,Yamaha
4285,Honda CB Hornet,100000,2322,First,2,160,Honda
4286,TVS Sport 100cc,29500,16389,First,7,100,TVS
4287,Royal Enfield Bullet,84000,13680,First,6,350,Royal Enfield
4288,Yamaha FZ25 250cc,85000,9425,First,4,250,Yamaha
4289,TVS Apache RTR,41000,9833,First,5,160,TVS
4290,Bajaj Discover 125cc,25000,21163,First,5,125,Bajaj
4291,Royal Enfield Thunderbird,50000,31298,First,12,350,Royal Enfield
4292,Bajaj V15 150cc,43000,14740,First,4,150,Bajaj
4293,Suzuki Gixxer SF,60000,14830,First,4,150,Suzuki
4294,Honda CB Unicorn,56000,11021,First,4,160,Honda
4295,Yamaha FZ V,102000,1120,First,2,150,Yamaha
4296,Royal Enfield Thunderbird,65000,33000,Second,10,350,Royal Enfield
4297,Honda CBR 250R,65000,15000,First,9,250,Honda
4298,Royal Enfield Bullet,90595,37915,First,6,350,Royal Enfield
4299,Yamaha SZR 150cc,30000,35600,First,9,150,Yamaha
4300,Bajaj Dominar 400,120000,7500,First,3,400,Bajaj
4301,Suzuki Gixxer 150cc,92000,750,First,3,150,Suzuki
4302,Bajaj Pulsar 180cc,35000,46436,First,11,180,Bajaj
4303,KTM RC 200cc,137500,56000,First,6,200,KTM
4304,Honda CB Hornet,66000,3000,First,4,160,Honda
4305,Bajaj V15 150cc,53200,12135,First,3,150,Bajaj
4306,Yamaha FZs 150cc,49999,21500,Second,6,150,Yamaha
4307,TVS Apache RTR,102000,8120,First,2,200,TVS
4308,Bajaj Pulsar 135LS,17000,34500,First,11,135,Bajaj
4309,Bajaj Avenger 220cc,55000,7800,First,7,220,Bajaj
4310,TVS Apache RTR,99000,1793,First,3,200,TVS
4311,Honda CB Shine,25000,31400,First,7,125,Honda
4312,KTM RC 390cc,170000,15547,Second,4,390,KTM
4313,Bajaj Pulsar 220F,55000,35107,First,8,220,Bajaj
4314,Suzuki Gixxer SF,92000,5156,First,2,150,Suzuki
4315,Honda CBR 150R,89200,15000,First,5,150,Honda
4316,Royal Enfield Classic,110000,5130,First,5,500,Royal Enfield
4317,TVS Apache RTR,85000,15150,First,3,160,TVS
4318,Royal Enfield Thunderbird,105000,12000,First,6,500,Royal Enfield
4319,Royal Enfield Classic,90000,28279,Second,9,500,Royal Enfield
4320,Bajaj Pulsar AS200,65000,7983,First,5,200,Bajaj
4321,KTM Duke 390cc,243100,16000,First,3,390,KTM
4322,Bajaj Discover 100T,22000,37000,First,8,100,Bajaj
4323,Hero Passion Pro,52000,13353,First,3,100,Hero
4324,Honda CBR 250R,180000,6500,First,3,250,Honda
4325,Bajaj Pulsar 150cc,35000,40500,First,10,150,Bajaj
4326,Honda CB Shine,30000,44000,First,8,125,Honda
4327,Bajaj Pulsar 220F,93500,199,First,2,220,Bajaj
4328,Royal Enfield Standard,106000,70000,First,7,350,Royal Enfield
4329,KTM RC 390cc,195000,1700,First,5,390,KTM
4330,Hero Karizma R,25000,54560,Second,14,223,Hero
4331,Royal Enfield Classic,85000,17580,First,8,350,Royal Enfield
4332,TVS Star City,15000,46000,First,11,110,TVS
4333,TVS Apache RTR,62000,76663,First,4,200,TVS
4334,Bajaj Discover 125cc,34000,29500,First,6,125,Bajaj
4335,Honda CBF Stunner,18000,30112,First,11,125,Honda
4336,Royal Enfield Bullet,75000,29284,First,9,350,Royal Enfield
4337,Hero Karizma R,42000,34700,First,6,223,Hero
4338,Hero Super Splendor,55000,17180,First,3,125,Hero
4339,Suzuki Gixxer 150cc,65000,30040,First,4,150,Suzuki
4340,Bajaj Pulsar RS200,105000,12903,Second,4,200,Bajaj
4341,Royal Enfield Thunderbird,75000,30000,First,10,350,Royal Enfield
4342,Honda CB Unicorn,30000,52000,First,12,150,Honda
4343,Yamaha Fazer 150cc,24300,75000,First,9,150,Yamaha
4344,Bajaj Discover 125M,30000,34028,First,6,125,Bajaj
4345,Bajaj Pulsar 150cc,35000,44409,First,7,150,Bajaj
4346,Yamaha FZ16 150cc,21000,58245,First,10,150,Yamaha
4347,Royal Enfield Classic,125000,26147,First,7,500,Royal Enfield
4348,Royal Enfield Classic,95000,14008,First,6,350,Royal Enfield
4349,Royal Enfield Thunderbird,110000,29369,First,5,500,Royal Enfield
4350,Bajaj Pulsar AS150,50000,31519,Second,6,150,Bajaj
4351,Royal Enfield Bullet,90000,23900,Second,6,350,Royal Enfield
4352,Bajaj Avenger Street,56000,26320,First,5,220,Bajaj
4353,Suzuki Gixxer SF,67100,26000,First,4,150,Suzuki
4354,Royal Enfield Thunderbird,150900,11850,First,3,350,Royal Enfield
4355,Bajaj Avenger Cruise,57000,28500,First,5,220,Bajaj
4356,Bajaj Discover 150cc,25000,30000,First,10,150,Bajaj
4357,Hyosung GT250R,270000,3165,First,4,250,Hyosung
4358,Yamaha SS 125,18000,19443,Second,8,125,Yamaha
4359,Yamaha FZ S,45000,15886,First,7,150,Yamaha
4360,Hero Karizma ZMR,40000,28530,First,7,223,Hero
4361,Suzuki Gixxer SF,55000,33186,First,5,150,Suzuki
4362,Hero Hunk 150cc,20000,60315,Second,11,150,Hero
4363,Bajaj Pulsar RS200,85000,15200,Third,5,200,Bajaj
4364,Bajaj Pulsar 150cc,12000,32234,First,16,150,Bajaj
4365,Yamaha YZF-R15 150cc,67300,34000,First,8,150,Yamaha
4366,Suzuki Gixxer SF,65000,7000,First,4,150,Suzuki
4367,KTM RC 200cc,140000,6537,First,4,200,KTM
4368,Suzuki GS 150,27000,31336,First,9,150,Suzuki
4369,Bajaj Pulsar RS200,115000,8500,First,3,200,Bajaj
4370,Royal Enfield Classic,170000,2037,First,4,500,Royal Enfield
4371,Bajaj Avenger Street,51000,20058,First,4,150,Bajaj
4372,Bajaj Pulsar 220cc,77600,22000,First,3,220,Bajaj
4373,Bajaj Pulsar 150cc,9000,67140,Second,15,150,Bajaj
4374,Bajaj Avenger Street,48000,25435,First,5,150,Bajaj
4375,TVS Apache RTR,28000,46182,First,8,180,TVS
4376,Royal Enfield Classic,90000,21000,First,6,350,Royal Enfield
4377,Bajaj V15 150cc,45000,8634,First,4,150,Bajaj
4378,Bajaj Avenger Street,55000,20404,First,4,150,Bajaj
4379,Royal Enfield Thunderbird,58400,43000,Second,10,350,Royal Enfield
4380,Hyosung GT250R,200000,6629,First,5,250,Hyosung
4381,Harley-Davidson Street 750,391000,6000,First,7,750,Harley-Davidson
4382,Royal Enfield Standard,105000,6867,First,5,500,Royal Enfield
4383,KTM Duke 390cc,197200,24000,First,4,390,KTM
4384,Bajaj Avenger 220cc,42000,29000,First,10,220,Bajaj
4385,Bajaj Avenger Street,71000,13600,First,3,180,Bajaj
4386,Bajaj Avenger Cruise,70000,5200,Second,4,220,Bajaj
4387,Yamaha FZs 150cc,46000,11000,Second,6,150,Yamaha
4388,KTM RC 200cc,174000,4300,First,5,200,KTM
4389,Yamaha YZF-R15 2.0,66000,2465,First,9,150,Yamaha
4390,Hero Karizma R,49000,25000,First,7,223,Hero
4391,Bajaj Discover 100cc,30000,26500,First,8,100,Bajaj
4392,Bajaj Pulsar 150cc,65000,22000,First,5,150,Bajaj
4393,Royal Enfield Bullet,110900,6635,First,5,350,Royal Enfield
4394,Harley-Davidson Street 750,395000,16523,First,5,750,Harley-Davidson
4395,Honda CB Shine,22000,49000,First,7,125,Honda
4396,Royal Enfield Thunderbird,125000,3538,First,7,350,Royal Enfield
4397,Royal Enfield Thunderbird,125000,3538,First,5,350,Royal Enfield
4398,Bajaj Discover 135cc,19000,69415,First,13,135,Bajaj
4399,Bajaj Pulsar 150cc,80000,4300,First,3,150,Bajaj
4400,Suzuki Gixxer 150cc,89000,19627,First,2,150,Suzuki
4401,Bajaj Discover 150cc,25000,52287,Second,10,150,Bajaj
4402,Royal Enfield Classic,91000,14555,First,6,350,Royal Enfield
4403,Yamaha FZ S,95000,2617,First,2,150,Yamaha
4404,Bajaj Pulsar NS200,77000,11300,First,4,200,Bajaj
4405,Honda CBR 250R,106000,233011,Second,4,250,Honda
4406,Mahindra Centuro 110cc,33000,55000,First,7,110,Mahindra
4407,Hero Splendor Plus,40000,28397,Second,4,100,Hero
4408,KTM RC 390cc,111000,14647,First,6,390,KTM
4409,Bajaj Pulsar RS200,78000,38271,First,6,200,Bajaj
4410,Hero Karizma ZMR,28000,38000,First,11,223,Hero
4411,Bajaj Pulsar RS200,108400,18000,First,4,200,Bajaj
4412,Bajaj Pulsar NS200,90000,23000,First,4,200,Bajaj
4413,Royal Enfield Classic,90000,5148,Second,5,350,Royal Enfield
4414,Royal Enfield Bullet,100000,45730,First,6,350,Royal Enfield
4415,Bajaj Pulsar 135LS,18000,42000,First,10,135,Bajaj
4416,Bajaj Avenger Street,52999,8150,First,5,150,Bajaj
4417,Royal Enfield Classic,128700,50000,First,5,500,Royal Enfield
4418,Bajaj Pulsar RS200,80000,40000,Second,5,200,Bajaj
4419,Honda CB Unicorn,70000,26000,First,4,150,Honda
4420,KTM RC 390cc,200000,5000,First,3,390,KTM
4421,Bajaj Pulsar 180cc,19000,57791,First,11,180,Bajaj
4422,Bajaj Discover 125ST,25600,45000,First,8,125,Bajaj
4423,Honda CB Shine,30000,79004,First,7,125,Honda
4424,TVS Apache RTR,20000,36000,First,10,160,TVS
4425,Kawasaki Ninja 300cc,276000,2100,First,5,300,Kawasaki
4426,Suzuki GS 150,47000,44626,First,8,150,Suzuki
4427,Yamaha FZ25 250cc,80000,20824,First,3,250,Yamaha
4428,Bajaj Pulsar 150cc,22000,91649,First,14,150,Bajaj
4429,Royal Enfield Thunderbird,108000,17600,First,7,500,Royal Enfield
4430,Bajaj Pulsar 150cc,21000,23059,First,10,150,Bajaj
4431,Bajaj Pulsar RS200,97100,8073,First,5,200,Bajaj
4432,Yamaha SZ RR,47000,6363,First,3,150,Yamaha
4433,Bajaj Dominar 400,145000,21515,First,3,400,Bajaj
4434,Hero Karizma ZMR,65000,19000,First,6,223,Hero
4435,Royal Enfield Himalayan,194000,844,First,2,410,Royal Enfield
4436,Royal Enfield Classic,91000,18399,First,6,350,Royal Enfield
4437,Royal Enfield Standard,107000,20000,First,5,500,Royal Enfield
4438,Royal Enfield Thunderbird,120000,16500,First,5,350,Royal Enfield
4439,Bajaj Pulsar NS160,85000,3000,First,2,160,Bajaj
4440,Bajaj Pulsar 220F,80000,31800,First,4,220,Bajaj
4441,Hero CBZ Xtreme,15900,64000,First,11,150,Hero
4442,Hero Karizma ZMR,50100,36000,Second,6,223,Hero
4443,Yamaha YZF-R15 150cc,35000,33555,First,13,150,Yamaha
4444,Bajaj Pulsar 150cc,22000,17800,First,11,150,Bajaj
4445,TVS Apache RTR,16000,75000,Third,14,160,TVS
4446,TVS Apache RTR,36000,34000,First,7,180,TVS
4447,TVS Apache RTR,111300,5000,First,4,200,TVS
4448,Hero Passion Plus,18500,60000,First,17,100,Hero
4449,Bajaj Pulsar 150cc,32400,32116,First,8,150,Bajaj
4450,Bajaj Discover 150cc,16100,31000,First,11,150,Bajaj
4451,KTM RC 200cc,145000,1147,First,6,200,KTM
4452,Bajaj Pulsar 135LS,60000,500,First,4,135,Bajaj
4453,Royal Enfield Himalayan,138000,13500,First,5,410,Royal Enfield
4454,Honda CB Hornet,55000,4000,First,5,160,Honda
4455,Bajaj Discover 100cc,20400,74000,First,9,100,Bajaj
4456,TVS Apache RTR,35000,43000,First,9,160,TVS
4457,Bajaj Avenger Cruise,67000,15000,First,6,220,Bajaj
4458,Honda CB Trigger,52000,17600,First,7,150,Honda
4459,Bajaj Avenger Street,84999,7600,First,4,150,Bajaj
4460,Hero CD Deluxe,30000,25729,First,7,100,Hero
4461,Royal Enfield Classic,120000,25000,First,6,350,Royal Enfield
4462,Bajaj Pulsar 135LS,27000,49000,First,11,135,Bajaj
4463,Bajaj Platina ,46800,10500,First,4,100,Bajaj
4464,Honda CBR 150R,97000,24878,First,5,150,Honda
4465,Suzuki Gixxer SF,80000,14000,First,4,150,Suzuki
4466,TVS Apache RTR,45000,44000,First,6,160,TVS
4467,Royal Enfield Classic,120000,5200,First,7,500,Royal Enfield
4468,Bajaj Pulsar RS200,125000,2500,First,4,200,Bajaj
4469,Yamaha FZ S,65000,394,First,6,150,Yamaha
4470,Yamaha FZ V,75000,13303,First,3,150,Yamaha
4471,Bajaj Avenger Street,47000,38561,First,5,220,Bajaj
4472,Hero Passion Pro,25000,35799,First,6,100,Hero
4473,Bajaj Pulsar 180cc,12000,14916,First,14,180,Bajaj
4474,Honda CBR 150R,48000,39555,First,9,150,Honda
4475,Hyosung GT650R,307194,1487,First,6,650,Hyosung
4476,TVS Apache 150cc,11000,6807,First,14,150,TVS
4477,KTM RC 200cc,130000,19321,First,4,200,KTM
4478,Yamaha SZR 150cc,20500,21533,First,8,150,Yamaha
4479,Bajaj Pulsar NS200,76200,20000,First,4,200,Bajaj
4480,TVS Star Sport,22800,17000,Second,5,100,TVS
4481,Hero HF Deluxe,33100,19000,First,5,100,Hero
4482,KTM RC 200cc,174600,9000,First,3,200,KTM
4483,TVS Victor GX,18000,68857,First,15,110,TVS
4484,Royal Enfield Bullet,55000,4572,Third,17,350,Royal Enfield
4485,KTM Duke 390cc,212000,7500,First,4,390,KTM
4486,KTM RC 200cc,140000,6346,First,4,200,KTM
4487,Bajaj Pulsar AS200,53300,3445,First,5,200,Bajaj
4488,Bajaj Avenger Street,50000,22469,First,4,150,Bajaj
4489,Honda CB Shine,18000,61537,First,13,125,Honda
4490,TVS Apache RTR,45636,22967,First,4,160,TVS
4491,Hero Passion Plus,30000,1,Second,13,100,Hero
4492,KTM RC 390cc,125000,32500,First,5,390,KTM
4493,Royal Enfield Classic,111100,21533,First,5,350,Royal Enfield
4494,TVS Apache RTR,68500,11101,First,3,200,TVS
4495,Royal Enfield Classic,100000,17482,Second,6,350,Royal Enfield
4496,Bajaj Discover 100cc,25400,25000,First,7,100,Bajaj
4497,Bajaj Dominar 400,143000,3515,First,3,400,Bajaj
